title,institution,published,year,cited,accred,Labeling
Self-Efficacy: Meningkatkan Jiwa Kewirausahaan Di Era Digital,AI Society & STMIK Indonesia,The Indonesian Journal of Computer Science Vol. 12 No. 6 (2023): The Indonesian Journal of Computer Science (IJCS),2023,DOI: 10.33022/ijcs.v12i6.3641,Accred : Unknown,
The Performance of Futsal Coaches In The Application Of Process Methods And Training In Bandar Lampung City,STKIP Muhammadiyah Kuningan,JUARA : Jurnal Olahraga Vol 8 No 1 (2023): JUARA: Jurnal Olahraga1-9,2023,DOI: 10.33222/juara.v8i1.2579,Accred : Sinta 3,
MINAT SISWA DALAM MENGIKUTI PEMBELAJARAN PENDIDIKAN JASMANI,"Jurusan Pendidikan Bahasa dan Sastra Indonesia, FKIP Universitas Lampung","Education Language and Arts (ELA) Vol. 2 No. 1 April (2023): Education, Language, and Arts: Jurnal Pengabdian Kepada Masyarakat10--15",2023,DOI: -,Accred : Unknown,
ANALISIS PERFORMA FISIK ATLET PEMUSATAN LATIHAN PROVINSI LAMPUNG,"Prodi Pendidikan Jasmani Kesehatan dan Rekreasi, Universitas PGRI Banyuwangi",Jurnal Kesehatan Jasmani dan Olahraga (KEJAORA) Vol 8 No 1 (2023): Jurnal Kejaora (Kesehatan Jasmani dan Olah Raga)27-34,2023,DOI: 10.36526/kejaora.v8i1.2198,Accred : Sinta 4,
Pengaruh Penyinaran UV-C Terhadap Perubahan Mutu Fisik Cabai Merah (Capsicum annuum L.) Selama Penyimpanan,abe.fp.unila.ac.id,"Jurnal Agricultural Biosystem Engineering Vol 2, No 1 (2023): March 202367-74",2023,DOI: 10.23960/jurnal abe.v2i1.6579,Accred : Unknown,
Uji Simulasi Keretakan Telur dengan Alat Guncangan (Getaran),abe.fp.unila.ac.id,"Jurnal Agricultural Biosystem Engineering Vol 2, No 1 (2023): March 202375-84",2023,DOI: 10.23960/jabe.v2i1.6872,Accred : Unknown,
Mempelajari Pengeringan Lapis Tipis Pisang Ambon,abe.fp.unila.ac.id,"Jurnal Agricultural Biosystem Engineering Vol 2, No 1 (2023): March 202385-97",2023,DOI: 10.23960/jabe.v2i1.6873,Accred : Unknown,
Mempelajari Pembuatan Tepung dari Buah Pepaya sebagai Bahan Baku Makanan,abe.fp.unila.ac.id,"Jurnal Agricultural Biosystem Engineering Vol 2, No 3 (2023): September 2023393-398",2023,DOI: 10.23960/jabe.v2i3.8038,Accred : Unknown,
Pengaruh Variasi Bahan Peredam Kemasan dan Tingkat Kematangan Buah Alpukat terhadap Tingkat Kerusakan Mekanis pada Simulasi Getaran Selama Transportasi,abe.fp.unila.ac.id,"Jurnal Agricultural Biosystem Engineering Vol 2, No 3 (2023): September 2023410-418",2023,DOI: 10.23960/jabe.v2i3.8050,Accred : Unknown,
Pemahaman Guru PAUD tentang Pembelajaran Coding untuk Anak Usia Dini,Perkumpulan Pengelola Jurnal PAUD Indonesia,Aulad: Journal on Early Childhood Vol. 6 No. 2 (2023): August 2023121-126,2023,DOI: 10.31004/aulad.v6i2.394,Accred : Sinta 3,
THE INFLUENCE OF WORKING MOTHERS' PARENTING PATTERNS ON EARLY CHILDHOOD INDEPENDENCE,FKIP Universitas sriwijaya,"Tumbuh Kembang: Kajian Teori dan Pembelajaran PAUD Vol 10, No 1 (2023): JURNAL TUMBUHKEMBANG EDISI MEI 20231-10",2023,DOI: 10.36706/jtk.v10i1.20446,Accred : Sinta 4,
Screen Time and Early Childhood Well-Being: A Systematic Literature Review Approach,"Department of Family and Consumer Sciences, Faculty of Human Ecology, IPB University","Journal of Family Sciences 2023: Special Edition from National Seminar on Family, Child, and Consumer Issue: Building a Quality18-34",2023,DOI: 10.29244/jfs.vi.49792,Accred : Sinta 3,
Strategi Pengendalian Stres pada Suami Pekerja Migran Indonesia,Direktorat Kajian Strategis dan Reputasi Akademik IPB University,"Policy Brief Pertanian, Kelautan, dan Biosains Tropika Vol 5 No 1 (2023): Policy Brief Pertanian, Kelautan dan Biosains Tropika460-464",2023,DOI: 10.29244/agro-maritim.5.1.460-464,Accred : Unknown,
Pentingnya Kebijakan Pembangunan Keluarga Menyongsong Era Indonesia Emas Tahun 2045,Direktorat Kajian Strategis dan Reputasi Akademik IPB University,"Policy Brief Pertanian, Kelautan, dan Biosains Tropika Vol 5 No 2 (2023): Policy Brief Pertanian, Kelautan dan Biosains Tropika521-527",2023,DOI: 10.29244/agro-maritim.5.2.521-527,Accred : Unknown,
Kebijakan Pembelajaran di Masa Pandemi Covid-19 terhadap Kesejahteraan Anak Didik,Direktorat Kajian Strategis dan Reputasi Akademik IPB University,"Policy Brief Pertanian, Kelautan, dan Biosains Tropika Vol 5 No 3 (2023): Policy Brief Pertanian, Kelautan dan Biosains Tropika617-621",2023,DOI: 10.29244/agro-maritim.5.3.617-621,Accred : Unknown,
DINAMIKA PENGASUHAN AYAH BEKERJA: KETERLIBATAN AYAH DENGAN PERKEMBANGAN SOSIAL ANAK PRASEKOLAH,Universitas Hamzanwadi,Jurnal Golden Age Vol. 7 No. 1 (2023): JURNAL GOLDEN AGE,2023,DOI: 10.29408/goldenage.v7i1.12250,Accred : Unknown,
"SOSIALISASI DAN PEMBENTUKAN KELOMPOK MASYARAKAT NELAYAN SADAR HUKUM SEBAGAI UPAYA PENCEGAHAN PRAKTIK ILLEGAL FISHING MENUJU KEBERLANJUTAN SDA DI BIDANG PERIKANAN PADA DESA HANURA KECAMATAN TELUK PANDAN KABUPATEN PESAWARAN Maya Shafira1* , Eddy Rifai2 , De",Lembaga Penelitian dan Pengabdian Universitas Lampung,Jurnal Pengabdian Kepada Masyarakat Sakai Sambayan Vol 7 No 2 (2023)75-79,2023,DOI: 10.23960/jss.v7i2.401,Accred : Sinta 5,
Identification of Predicate Crimes Related to Binary Options Affiliates Money Laundering Crime,Universitas Muhammadiyah Yogyakarta,"Jurnal Penegakan Hukum dan Keadilan Vol 4, No 2 (2023): September1-13",2023,DOI: 10.18196/jphk.v4i2.18013,Accred : Sinta 3,
"MANAGERIAL COMPETENCE OF SCHOOL PRINCIPAL PERFORMANCE IN TULANG BAWANG DISTRICT, LAMPUNG PROVINCE IN 2022",Universitas Labuhanbatu,"JURNAL EDUSCIENCE Vol 10, No 1 (2023): Jurnal Eduscience (JES), (Authors from Algeria and Indonesia)310-331",2023,DOI: 10.36987/jes.v10i1.3667,Accred : Sinta 2,
PELATIHAN APLIKASI CANVA SEBAGAI UPAYA MENCIPTAKAN MEDIA PEMBELAJARAN INTERAKTIF BAGI GURU DI KECAMATAN GUNUNG LABUHAN KABUPATEN WAY KANAN,Badan Pelaksana Kuliah Kerja Nyata Universitas Lampung,"BUGUH: JURNAL PENGABDIAN KEPADA MASYARAKAT Vol. 3 No. 3 (2023): September, 2023290-294",2023,DOI: 10.23960/buguh.v3n3.1334,Accred : Unknown,
"Pengaruh Utang Luar Negeri, Investasi Asing Langsung, dan Inflasi Terhadap Pertumbuhan Ekonomi di 7 Negara ASEAN Periode 2012-2020",Sekolah Tinggi Ilmu Al-Qur'an (STIQ) Amuntai Kalimantan Selatan,"Al Qalam: Jurnal Ilmiah Keagamaan dan Kemasyarakatan Vol. 17, No 3 : Al Qalam (Mei 2023)1927-1936",2023,DOI: 10.35931/aq.v17i3.2187,Accred : Sinta 3,
Analisis Pengaruh Sektor Pertaian Terhadap PDRB Sektor Pertanian di Indonesia Tahun 2015-2021,Departement of Mathematics Education,Journal on Education Vol 6 No 1 (2023): Journal On Education: Volume 6 Nomor 1 Tahun 20236490-6507,2023,DOI: 10.31004/joe.v6i1.3871,Accred : Sinta 5,
"Analisis Pengaruh Investasi, Angkatan Kerja, dan Teknologi Informasi dan Komuniksi Terhadap Ketimpangan Distribusi Pendapatan di Indonesia Periode Tahun 2018-2021",STIE Amkop Makassar,Economics and Digital Business Review Vol. 4 No. 2 (2023): February - July245 - 265,2023,DOI: 10.37531/ecotal.v4i2.628,Accred : Sinta 5,
"Labor Conditions, Wages and Non-Cash Transfers in Poverty in Eastern Indonesia",Kirana Publisher (KNPub),"Journal of Scientific Research, Education, and Technology (JSRET) Vol. 2 No. 3 (2023): Vol. 2 No. 3 20231417-1437",2023,DOI: 10.58526/jsret.v2i3.242,Accred : Unknown,
"KEANEKARAGAMAN MARGA Nothaphoebe Blume, SUKU LAURACEAE (MEDANG - MEDANGAN) DARI PROVINSI LAMPUNG, KOLEKSI HERBARIUM BOGORIENSE (BO)",PTTI,Floribunda Vol. 7 No. 3 (2023): Floribunda Oktober 2023128-138,2023,DOI: 10.32556/floribunda.v7i3.2023.431,Accred : Sinta 2,
Optimalisasi Produk Berbahan Dasar Pepaya Di Desa Karang Sari Dusun IV B Kecamatan Jati Agung Lampung Selatan,CV. Multi Kreasi Media,AMMA : Jurnal Pengabdian Masyarakat Vol. 2 No. 9 : Oktober (2023): AMMA : Jurnal Pengabdian Masyarakat1088-1093,2023,DOI: -,Accred : Unknown,
"Tingkat Pengangguran Berdasarkan Jumlah Penduduk, Pendapatan Perkapita, dan Investasi Asing di Indonesia Tahun 1996-2020",Penerbit Goodwood,Studi Ekonomi dan Kebijakan Publik Vol. 1 No. 2 (2023): Januari123-135,2023,DOI: 10.35912/sekp.v1i2.1391,Accred : Unknown,
TINGKAT KEPUASAN PASIEN BPJS RAWAT JALAN TERHADAP PELAYANAN KEFARMASIAN DI INSTALASI FARMASI RS SENTRA MEDIKA CIKARANG TAHUN 2022,Sekolah Tinggi Kesehatan Al-Fatah Bengkulu,"Jurnal Ilmiah Pharmacy Vol 10, No 1 (2023)47-55",2023,DOI: 10.52161/jiphar.v10i1.472,Accred : Sinta 4,
The Affecting Electricity Consumption in Indonesia,Lafadz Jaya Publisher,"International Journal of Social Science, Education, Communication and Economics (SINOMICS JOURNAL) Vol. 2 No. 4 (2023): October1077-1090",2023,DOI: 10.54443/sj.v2i4.207,Accred : Unknown,
Uji antimikroba salep ekstrak daun pisang ambon (musa paradisiaca var. Sapientum) untuk luka mencit diabetik yang terinfeksi bakteri staphylococcus epidermidis,Lembaga Penelitian Sekolah Tinggi Ilmu Kesehatan Garawangi,Jurnal Praktik Dan Pendidikan Keperawatan Vol 4 No 1 (2023): Journal of Nursing Practice and Education162-168,2023,DOI: 10.34305/jnpe.v4i1.958,Accred : Sinta 5,
Positive Externality Analysis of the Existence of PT. Great Gaint Pineapple Company (PT GGPC) to the Socio-Economic and Environment of the Community Around the Factory,Lafadz Jaya Publisher,"International Journal of Social Science, Education, Communication and Economics (SINOMICS JOURNAL) Vol. 2 No. 5 (2023): December1473-1490",2023,DOI: 10.54443/sj.v2i5.242,Accred : Unknown,
Externality Analysis of The Existence of The Tahu Tempe Home Industry on The Economy and The Environment of The Surrounding Community (Case Study of Gunung Sulah Tahu and Tempe Industry),Lafadz Jaya Publisher,"International Journal of Social Science, Education, Communication and Economics (SINOMICS JOURNAL) Vol. 2 No. 5 (2023): December1491-1504",2023,DOI: 10.54443/sj.v2i5.243,Accred : Unknown,
Pemasaran Media Sosial Produk Kelompok Wanita Tani Desa Sungai Langka,Penerbit Goodwood,Yumary: Jurnal Pengabdian kepada Masyarakat Vol. 3 No. 4 (2023): Juni219-223,2023,DOI: 10.35912/yumary.v3i4.1851,Accred : Sinta 4,
Pengaruh Kepribadian dan Budaya Organisasi Terhadap Organizational Citizenship Behavior,Shofanah Media Berkah,"Jurnal Manajemen, Ekonomi, Hukum, Kewirausahaan, Kesehatan, Pendidikan dan Informatika Vol 1 No 03 : Maret (2023): Jurnal Manajemen, Ekonomi, Hukum, Kewirausahaan, Kesehatan, Pendidikan d107-112",2023,DOI: -,Accred : Unknown,
The Influence of Work Compensation and Flexibility on Job Satisfaction Case Study on Online Ojek Drivers in Bandar Lampung,Inovbook Publications,International Journal of Regional Innovation Vol. 3 No. 3 (2023): International Journal of Regional Innovation,2023,DOI: 10.52000/ijori.v3i3.87,Accred : Unknown,
The Influence of Organizational Commitment and Training on Employee Performance at Perum Bulog Makassar with Job Satisfaction as an Intervening Variable,PT Keberlanjutan Strategis Indonesia,"International Journal of Environmental, Sustainability, and Social Science Vol. 4 No. 5 (2023): International Journal of Environmental, Sustainability, and Social Science (Sep1345 - 1351",2023,DOI: 10.38142/ijesss.v4i5.780,Accred : Sinta 4,
The Effect of Enterprise Risk Management and Environmental Performance Toward Corporate Social Responsibility Disclosure (CSRD): Study in Mining Sector,PT FORMOSA CENDEKIA GLOBAL,"Jurnal Manajemen Bisnis, Akuntansi dan Keuangan Vol. 2 No. 1 (2023): May, 20231-12",2023,DOI: 10.55927/jambak.v2i1.4087,Accred : Unknown,
"The Association of Exchange Rate, Foreign Debt and Bankruptcy Risk On Hedging Decisions During the Pandemic",Lembaga Riset dan Inovasi Al-Matani,INVEST : Jurnal Inovasi Bisnis dan Akuntansi Vol. 4 No. 1 (2023): INVEST : Jurnal Inovasi Bisnis dan Akuntansi271-280,2023,DOI: 10.55583/invest.v4i2.499,Accred : Sinta 5,
Gender and International Revenue,"Pusat Penerbitan dan Publikasi Ilmiah, FEB, Universitas Muslim Indonesia",Atestasi : Jurnal Ilmiah Akuntansi Vol. 6 No. 1 (2023): March363 - 376,2023,DOI: 10.57178/atestasi.v6i1.685,Accred : Sinta 2,
Tax and Indonesian Creative Economy,Yayasan Pendidikan Riset dan Pengembangan Intelektual (YRPI),Management Studies and Entrepreneurship Journal (MSEJ) Vol. 4 No. 6 (2023): Management Studies and Entrepreneurship Journal (MSEJ)7996-8001,2023,DOI: 10.37385/msej.v4i6.3423,Accred : Sinta 4,
Determinan Income Smoothing pada Sektor Manufaktur yang Terdaftar di IDX,Universitas 17 Agustus 1945,Serat Acitya Vol. 12 No. 1 (2023): April: Jurnal Ilmiah Serat Acitya157-172,2023,DOI: 10.56444/sa.v12i1.649,Accred : Unknown,
Determinan Income Smoothing pada Sektor Manufaktur yang Terdaftar di IDX,Universitas 17 Agustus 1945,Serat Acitya Vol. 12 No. 1 (2023): April: Jurnal Ilmiah Serat Acitya157-172,2023,DOI: 10.56444/sa.v12i1.649,Accred : Unknown,
Assistance of Halal Certification and Sharia Financial Literacy Training for MSME in Bandar Lampung City,Penerbit Goodwood,Jurnal Nusantara Mengabdi Vol. 3 No. 1 (2023): Oktober31-37,2023,DOI: 10.35912/jnm.v3i1.2478,Accred : Sinta 5,
"Emergency Government of Lampung Residency during Kraai Operation, 1949-1950","History Department, Semarang State University and Historian Society of Indonesia","Paramita: Historical Studies Journal Vol 33, No 1 (2023): Social and Religious Aspect in History",2023,DOI: 10.15294/paramita.v33i1.31858,Accred : Sinta 1,
The Conference of Parties - 27 (COP-27) Agreement As an Instrument of State Policy in Handling Deforestation: A Comparative Study of Sweden and Indonesian Governments,PROGRAM STUDI MAGISTER ILMU HUKUM FAKULTAS HUKUM UNIVERSITAS DIPONEGORO SEMARANG,"LAW REFORM Vol 19, No 1 (2023)1-24",2023,DOI: 10.14710/lr.v19i1.52926,Accred : Sinta 2,
The role of the United Nations in protecting the right to development in occupied Palestine,"Faculty of Law, University of Muhammadiyah Malang",Legality : Jurnal Ilmiah Hukum Vol. 31 No. 1 (2023): March138-156,2023,DOI: 10.22219/ljih.v31i1.25836,Accred : Sinta 1,
Nilai-Nilai Karakter dalam Syair Lagu Bertema Perjuangan Karya Ismail Marzuki,FKIP UNIVERSITAS LAMPUNG,"PESAGI (Jurnal Pendidikan dan Penelitian Sejarah) Vol 11, No 2 (2023): PESAGI (Jurnal Pendidikan dan Penelitian Sejarah)8-17",2023,DOI: -,Accred : Unknown,
"Digital Society: Masa Depan, Tantangan Bagi Nasionalisme",Sekolah Tinggi Ilmu Al-Qur'an (STIQ) Amuntai Kalimantan Selatan,"Al Qalam: Jurnal Ilmiah Keagamaan dan Kemasyarakatan Vol. 17, No 1 : Al Qalam (Januari 2023)147-160",2023,DOI: 10.35931/aq.v17i1.1792,Accred : Sinta 3,
PENYULUHAN BAURAN PEMASARAN PADA INDUSTRI RUMAH TANGGA DI DESA BERNUNG KECAMATAN GEDUNG TATAAN KABUPATEN PESAWARAN,LPPM Universitas Pamulang,"Abdi Laksana : Jurnal Pengabdian Kepada Masyarakat Vol 4, No 1 (2023): Edisi Januari278-287",2023,DOI: 10.32493/al-jpkm.v4i1.28385,Accred : Unknown,
"The Influence of Promotion and Reputation on Purchase Decisions of Pegadaian Gold Saving Products (Study on Customers of Syariah Gold Savings Account, Pegadaian Syariah Bandar Lampung Branch)",Inovbook Publications,International Journal of Regional Innovation Vol. 3 No. 2 (2023): International Journal of Regional Innovation,2023,DOI: 10.52000/ijori.v3i2.77,Accred : Unknown,
The Effect of Brand Evaluation and Brand Relationship on Brand Loyalty of MG Coffee and Resto in Pringsewu,Inovbook Publications,International Journal of Regional Innovation Vol. 3 No. 2 (2023): International Journal of Regional Innovation,2023,DOI: 10.52000/ijori.v3i2.80,Accred : Unknown,
Pengaruh Kualitas Layanan Dan Kepercayaan Terhadap Kepuasan Pelanggan (Studi Pengguna JNE Di Bandar Lampung),Universitas Pahlawan Tuanku Tambusai,Innovative: Journal Of Social Science Research Vol. 3 No. 2 (2023): Innovative: Journal Of Social Science Research6517-6528,2023,DOI: 10.31004/innovative.v3i2.1134,Accred : Sinta 5,
"Pengaruh Sikap, Positioning, Dan Pengetahuan Merek Terhadap Niat Beli Produk Hijau (Studi Pada Konsumen Uniqlo di Lampung)",Universitas Pahlawan Tuanku Tambusai,Innovative: Journal Of Social Science Research Vol. 3 No. 4 (2023): Innovative: Journal Of Social Science Research5890-5901,2023,DOI: 10.31004/innovative.v3i4.4206,Accred : Sinta 5,
Pengaruh Gaya Hidup Hedonisme Terhadap Keputusan Pembelian Pada Buttonscarves,STIE Amkop Makassar,Economics and Digital Business Review Vol. 4 No. 2 (2023): February - July,2023,DOI: 10.37531/ecotal.v4i2.710,Accred : Sinta 5,
The Effect of Sensoric Marketing on McDonald's Consumer Repurchase Intention in Bandar Lampung City with Customer Satisfaction as Mediation Variable,PT FORMOSA CENDEKIA GLOBAL,"International Journal of Scientific Multidisciplinary Research Vol. 1 No. 6 (2023): July, 2023547-562",2023,DOI: 10.55927/ijsmr.v1i6.5259,Accred : Unknown,
Kegiatan Pendampingan dalam Meningkatkan Penjualan Pada Badan BUMDES Barokah Kecamatan Gadingrejo Kabupaten Pringsewu,BADAN PENERBIT STIEPARI PRESS,SAFARI :Jurnal Pengabdian Masyarakat Indonesia Vol. 3 No. 4 (2023): Oktober: Jurnal Pengabdian Masyarakat Indonesia192-203,2023,DOI: 10.56910/safari.v3i4.929,Accred : Unknown,
The Effect of Perceived Value Using the Gamification Program on Customer Loyalty through Customer Satisfaction as an Intervening Variable (Study on Dana E-Wallet Application Users),Sekretariat Pusat Lembaga Komunitas Informasi Teknologi Aceh,"JEMSI (Jurnal Ekonomi, Manajemen, dan Akuntansi) Vol. 9 No. 4 (2023): Agustus 20231679-1690",2023,DOI: 10.35870/jemsi.v9i4.1472,Accred : Sinta 5,
The Influence of Brand Image and Brand Ambassador on Intention to Purchase Scarlett Whitening Products,PT FORMOSA CENDEKIA GLOBAL,Asian Journal of Applied Business and Management Vol. 2 No. 4 (2023): November 2023517-526,2023,DOI: 10.55927/ajabm.v2i4.6703,Accred : Unknown,
PENYULUHAN BAURAN PEMASARAN PADA INDUSTRI RUMAH TANGGA DI DESA BERNUNG KECAMATAN GEDUNG TATAAN KABUPATEN PESAWARAN,LPPM Universitas Pamulang,Abdi Laksana : Jurnal Pengabdian Kepada Masyarakat Vol 4 No 1 (2023): Abdi Laksana : Jurnal Pengabdian Kepada Masyarakat278-287,2023,DOI: 10.32493/al-jpkm.v4i1.28385,Accred : Unknown,
PENINGKATAN KETERAMPILAN BERBAHASA MELALUI PEMAHAMAN RANAH KESANTUNAN SEBAGAI UPAYA MENGHINDARI KEJAHATAN BERBAHASA,"Jurusan Pendidikan Bahasa dan Sastra Indonesia, FKIP Universitas Lampung","Education Language and Arts (ELA) Vol. 2 No. 1 April (2023): Education, Language, and Arts: Jurnal Pengabdian Kepada Masyarakat16--21",2023,DOI: -,Accred : Unknown,
The Effect of Lifestyle on Student Consumptive Behavior,"LPPM Universitas Pahlawan Tuanku Tambusai, Riau, Indonesia",Jurnal Pendidikan Tambusai Vol. 7 No. 2 (2023): Agustus 20238928-8934,2023,DOI: -,Accred : Sinta 6,
The Influence of Utilizing Accounting Information Systems On Managerial Performance at BPJS Kesehatan Bandar Lampung Branch Office,Lembaga Riset dan Inovasi Al-Matani,INVEST : Jurnal Inovasi Bisnis dan Akuntansi Vol. 4 No. 2 (2023): INVEST : Jurnal Inovasi Bisnis dan Akuntansi323-330,2023,DOI: 10.55583/invest.v4i2.531,Accred : Sinta 5,
Analisis Reaksi Pasar dan Pergantian Auditor Sebelum dan Sesudah Restatement,Politeknik Negeri Lampung,Jurnal Ilmiah ESAI Vol 17 No 1 (2023)11-27,2023,DOI: 10.25181/esai.v17i1.2601,Accred : Unknown,
Fraud Hexagon: Detection of Fraud of Financial Report in State-owned Enterprises in Indonesia,Badan Pemeriksa Keuangan Republik Indonesia,Jurnal Tata Kelola dan Akuntabilitas Keuangan Negara Vol. 9 No. 1 (2023): JTAKEN Vol. 9 No. 1 June 202387-102,2023,DOI: 10.28986/jtaken.v9i1.1358,Accred : Sinta 2,
Fraud Hexagon: Detection of Fraud of Financial Report in State-owned Enterprises in Indonesia,Badan Pemeriksa Keuangan Republik Indonesia,Jurnal Tata Kelola dan Akuntabilitas Keuangan Negara Vol. 9 No. 1 (2023): JTAKEN Vol. 9 No. 1 June 202387-102,2023,DOI: 10.28986/jtaken.v9i1.1358,Accred : Sinta 2,
PENGARUH KEGIATAN FORUM PENDIDIKAN KEWARGANEGARAAN FKIP UNILA (FORDIKA) TERHADAP PENGEMBANGAN CIVIC SKILL MAHASISWA,Universitas Sriwijaya,"Bhineka Tunggal Ika: Kajian Teori dan Praktik Pendidikan PKn Vol 10, No 1 (2023): Bhineka Tunggal Ika: Kajian Teori dan Praktik Pendidikan PKn12-22",2023,DOI: 10.36706/jbti.v10i1.17803,Accred : Sinta 4,
PENDAMPINGAN PENULISAN BAHAN AJAR PENDIDIKAN KEWARGANEGARAAN DALAM KURIKULUM UNTUK MENGHADAPI TANTANGAN REVOLUSI 4.0 BAGI GURU,Universitas Lampung,"Jurnal Pengabdian Sosial Indonesia Vol 3, No 1 (2023): Jurnal Pengabdian Sosial Indonesia (JPSI)23-34",2023,DOI: -,Accred : Unknown,
Peran Pembelajaran Pendidikan Pancasila dan Ilmu Kewarganegaraan Dalam Menguatkan Sikap Toleransi Peserta Didik,Actual Insight,Educare : Jurnal Penelitian Pendidikan dan Pembelajaran Vol. 3 No. 2 (2023): Agustus43-51,2023,DOI: 10.56393/educare.v3i2.1697,Accred : Sinta 5,
Peran Teman Sebaya Dalam Prokrastinasi Akademik Mahasiswa PPKn Dan Upaya Lulus Tepat Waktu,Actual Insight,Pedagogi : Jurnal Pendidikan dan Pembelajaran Vol. 3 No. 1 (2023): Januari11-18,2023,DOI: 10.56393/pedagogi.v3i1.1066,Accred : Sinta 5,
Penggunaan E-Learning Dalam Meningkatkan Literasi Digital Siswa pada Mata Pelajaran Pendidikan Pancasila dan Kewarganegaraan,Actual Insight,Pedagogi : Jurnal Pendidikan dan Pembelajaran Vol. 3 No. 1 (2023): Januari1-10,2023,DOI: 10.56393/pedagogi.v3i1.1069,Accred : Sinta 5,
Penerapan Metode Hybrid Learning dalam Peningkatan Pemahaman Peserta Didik pada Mata Pelajaran Pendidikan Pancasila dan Kewarganegaraan,Actual Insight,De Cive : Jurnal Penelitian Pendidikan Pancasila dan Kewarganegaraan Vol. 3 No. 2 (2023): Februari45-52,2023,DOI: 10.56393/decive.v3i2.1571,Accred : Unknown,
Pengaruh Model Pembelajaran SQ3R Terhahap Kemampuan Mengemukakan Pendapat Peserta Didik di Sekolah Menengah Pertama,Actual Insight,De Cive : Jurnal Penelitian Pendidikan Pancasila dan Kewarganegaraan Vol. 3 No. 4 (2023): April,2023,DOI: -,Accred : Unknown,
Pengaruh Kecerdasan Interpersonal Terhadap Civic Disposition Mahasiswa Pendidikan Pancasila dan Kewarganegaraan,Actual Insight,De Cive : Jurnal Penelitian Pendidikan Pancasila dan Kewarganegaraan Vol. 3 No. 5 (2023): Mei,2023,DOI: 10.56393/decive.v3i5.1693,Accred : Unknown,
PENDIDIKAN MITIGASI BENCANA GEMPA BUMI DI YAYASAN DARUL HIKMAH LAMPUNG,Lembaga Penelitian dan Pengabdian Universitas Lampung,Jurnal Pengabdian Kepada Masyarakat Sakai Sambayan Vol 7 No 1 (2023)9-12,2023,DOI: 10.23960/jss.v7i1.410,Accred : Sinta 5,
